subj,prop,bucket,step,exposures,gold,gold_logprob,winning_decoy,winning_decoy_logprob,correct
The Actress,screenwriter,mid,100000,10,Ruth Gordon,-5.8556952476501465,Clive Barker,-3.626983642578125,False
The Actress,screenwriter,mid,109672,12,Ruth Gordon,-5.966675281524658,Clive Barker,-3.5609045028686523,False
Donsol,screenwriter,mid,0,0,"Adolfo Alix, Jr.",-11.518333435058594,Angela Kang,-11.650077819824219,True
Donsol,screenwriter,mid,10000,2,"Adolfo Alix, Jr.",-4.648488998413086,Andrew Bujalski,-6.120553016662598,True
Donsol,screenwriter,mid,20000,3,"Adolfo Alix, Jr.",-4.421449661254883,Andrew Bujalski,-5.123287200927734,True
Donsol,screenwriter,mid,30000,4,"Adolfo Alix, Jr.",-3.8896336555480957,Andrew Bujalski,-5.451708793640137,True
Donsol,screenwriter,mid,40000,4,"Adolfo Alix, Jr.",-4.132811546325684,Andrew Bujalski,-6.444435119628906,True
Donsol,screenwriter,mid,50000,4,"Adolfo Alix, Jr.",-3.5732667446136475,Andrew Bujalski,-4.669956207275391,True
Donsol,screenwriter,mid,60000,4,"Adolfo Alix, Jr.",-3.8912253379821777,Andrew Bujalski,-3.7421276569366455,False
Donsol,screenwriter,mid,70000,5,"Adolfo Alix, Jr.",-3.9502477645874023,Andrew Bujalski,-4.421975135803223,True
Donsol,screenwriter,mid,80000,6,"Adolfo Alix, Jr.",-4.183223724365234,Andrew Bujalski,-4.531430244445801,True
Donsol,screenwriter,mid,90000,8,"Adolfo Alix, Jr.",-3.7288436889648438,Andrew Bujalski,-4.4737138748168945,True
Donsol,screenwriter,mid,100000,8,"Adolfo Alix, Jr.",-3.9854888916015625,Andrew Bujalski,-4.628954887390137,True
Donsol,screenwriter,mid,109672,9,"Adolfo Alix, Jr.",-3.8885841369628906,Andrew Bujalski,-3.997608184814453,True
Time Out,screenwriter,mid,0,0,Laurent Cantet,-12.134203910827637,David Butler,-11.72508430480957,False
Time Out,screenwriter,mid,10000,2,Laurent Cantet,-9.123995780944824,Bryan Elsley,-5.52490234375,False
Time Out,screenwriter,mid,20000,3,Laurent Cantet,-9.750765800476074,Bryan Elsley,-6.562315464019775,False
Time Out,screenwriter,mid,30000,4,Laurent Cantet,-9.155438423156738,David Butler,-5.601168632507324,False
Time Out,screenwriter,mid,40000,6,Laurent Cantet,-8.855143547058105,Bryan Elsley,-5.871803283691406,False
Time Out,screenwriter,mid,50000,7,Laurent Cantet,-9.101103782653809,Bryan Elsley,-5.713081359863281,False
Time Out,screenwriter,mid,60000,8,Laurent Cantet,-7.389808654785156,Bryan Elsley,-5.1565961837768555,False
Time Out,screenwriter,mid,70000,9,Laurent Cantet,-7.5589118003845215,Bryan Elsley,-4.754115104675293,False
Time Out,screenwriter,mid,80000,10,Laurent Cantet,-8.275819778442383,Bryan Elsley,-4.933834075927734,False
Time Out,screenwriter,mid,90000,10,Laurent Cantet,-7.575963973999023,Bryan Elsley,-4.956226348876953,False
Time Out,screenwriter,mid,100000,11,Laurent Cantet,-7.708346843719482,Bryan Elsley,-5.169105529785156,False
Time Out,screenwriter,mid,109672,12,Laurent Cantet,-6.713350772857666,Bryan Elsley,-5.3874359130859375,False
Army Daze,screenwriter,mid,0,0,Michael Chiang,-11.779441833496094,Norman Krasna,-11.44386100769043,False
Army Daze,screenwriter,mid,10000,1,Michael Chiang,-5.8452324867248535,Norman Krasna,-5.554394721984863,False
Army Daze,screenwriter,mid,20000,1,Michael Chiang,-5.732914447784424,Norman Krasna,-5.822696685791016,True
Army Daze,screenwriter,mid,30000,3,Michael Chiang,-5.75464391708374,Norman Krasna,-5.8384575843811035,True
Army Daze,screenwriter,mid,40000,3,Michael Chiang,-5.432167053222656,Norman Krasna,-5.823739051818848,True
Army Daze,screenwriter,mid,50000,4,Michael Chiang,-5.646020889282227,Norman Krasna,-5.180492877960205,False
Army Daze,screenwriter,mid,60000,6,Michael Chiang,-4.972893714904785,Norman Krasna,-4.92226505279541,False
Army Daze,screenwriter,mid,70000,8,Michael Chiang,-5.050677299499512,Norman Krasna,-4.587739944458008,False
Army Daze,screenwriter,mid,80000,10,Michael Chiang,-5.505405426025391,Norman Krasna,-4.611001014709473,False
Army Daze,screenwriter,mid,90000,14,Michael Chiang,-5.574832439422607,Norman Krasna,-4.961389541625977,False
Army Daze,screenwriter,mid,100000,14,Michael Chiang,-5.624314785003662,Norman Krasna,-4.675881385803223,False
Army Daze,screenwriter,mid,109672,14,Michael Chiang,-5.550477504730225,Norman Krasna,-4.474263668060303,False
Bullet to the Head,genre,mid,0,0,action film,-11.644248962402344,power metal,-11.505461692810059,False
Bullet to the Head,genre,mid,10000,4,action film,-7.7114644050598145,crime film,-7.385867595672607,False
Bullet to the Head,genre,mid,20000,6,action film,-7.31919527053833,power metal,-6.7486467361450195,False
Bullet to the Head,genre,mid,30000,7,action film,-6.857500076293945,power metal,-5.546555519104004,False
Bullet to the Head,genre,mid,40000,9,action film,-5.183977127075195,crime film,-6.091310977935791,True
Bullet to the Head,genre,mid,50000,11,action film,-6.729242324829102,crime film,-5.993980407714844,False
Bullet to the Head,genre,mid,60000,11,action film,-6.271231651306152,crime film,-6.32031774520874,True
Bullet to the Head,genre,mid,70000,12,action film,-5.932311534881592,power metal,-5.96311092376709,True
Bullet to the Head,genre,mid,80000,12,action film,-6.347901821136475,power metal,-6.357848167419434,True
Bullet to the Head,genre,mid,90000,13,action film,-5.755181789398193,power metal,-5.33778190612793,False
Bullet to the Head,genre,mid,100000,13,action film,-6.139310836791992,power metal,-5.982731342315674,False
Bullet to the Head,genre,mid,109672,14,action film,-5.8841023445129395,power metal,-6.1163649559021,True
30 Minutes,genre,mid,0,0,pop music,-11.469422340393066,teen pop,-11.242561340332031,False
30 Minutes,genre,mid,10000,0,pop music,-5.33922004699707,teen pop,-7.434813976287842,True
30 Minutes,genre,mid,20000,1,pop music,-4.119529724121094,teen pop,-7.304352283477783,True
30 Minutes,genre,mid,30000,2,pop music,-3.7069954872131348,teen pop,-5.994434833526611,True
30 Minutes,genre,mid,40000,3,pop music,-4.023406028747559,teen pop,-5.0177435874938965,True
30 Minutes,genre,mid,50000,5,pop music,-4.351366996765137,teen pop,-6.832026958465576,True
30 Minutes,genre,mid,60000,6,pop music,-4.571860313415527,teen pop,-6.592134952545166,True
30 Minutes,genre,mid,70000,6,pop music,-4.857245445251465,teen pop,-5.787095069885254,True
30 Minutes,genre,mid,80000,6,pop music,-4.030110836029053,teen pop,-5.392253398895264,True
30 Minutes,genre,mid,90000,7,pop music,-4.111639022827148,teen pop,-5.7322916984558105,True
30 Minutes,genre,mid,100000,7,pop music,-4.642722129821777,teen pop,-5.417060852050781,True
30 Minutes,genre,mid,109672,10,pop music,-4.242365837097168,teen pop,-5.709959983825684,True
The East,composer,mid,0,0,Halli Cauthery,-11.615010261535645,Tony Hatch,-11.316232681274414,False
The East,composer,mid,10000,1,Halli Cauthery,-8.685942649841309,Tony Hatch,-6.5921101570129395,False
The East,composer,mid,20000,2,Halli Cauthery,-6.871804237365723,Carter Burwell,-6.216537952423096,False
The East,composer,mid,30000,4,Halli Cauthery,-7.806462287902832,Carter Burwell,-5.439236164093018,False
The East,composer,mid,40000,8,Halli Cauthery,-10.038755416870117,Carter Burwell,-6.42454195022583,False
The East,composer,mid,50000,8,Halli Cauthery,-8.426297187805176,Carter Burwell,-5.337723255157471,False
The East,composer,mid,60000,9,Halli Cauthery,-8.782877922058105,Carter Burwell,-5.545447826385498,False
The East,composer,mid,70000,11,Halli Cauthery,-8.385629653930664,Carter Burwell,-5.295965671539307,False
The East,composer,mid,80000,11,Halli Cauthery,-9.285642623901367,Carter Burwell,-4.758239269256592,False
The East,composer,mid,90000,14,Halli Cauthery,-7.632579803466797,Carter Burwell,-4.724423885345459,False
The East,composer,mid,100000,18,Halli Cauthery,-7.993456840515137,Carter Burwell,-4.437788486480713,False
The East,composer,mid,109672,19,Halli Cauthery,-7.397734642028809,Carter Burwell,-4.682956695556641,False
Anton II of Georgia,father,mid,0,0,Heraclius II of Georgia,-11.7572021484375,James A. Garfield,-11.486814498901367,False
Anton II of Georgia,father,mid,10000,1,Heraclius II of Georgia,-2.8440723419189453,James A. Garfield,-3.842742919921875,True
Anton II of Georgia,father,mid,20000,3,Heraclius II of Georgia,-2.872204542160034,James A. Garfield,-4.161489009857178,True
Anton II of Georgia,father,mid,30000,6,Heraclius II of Georgia,-2.10455060005188,James A. Garfield,-3.730530261993408,True
Anton II of Georgia,father,mid,40000,8,Heraclius II of Georgia,-1.9825395345687866,James A. Garfield,-4.0926923751831055,True
Anton II of Georgia,father,mid,50000,11,Heraclius II of Georgia,-2.368497371673584,James A. Garfield,-4.0279693603515625,True
Anton II of Georgia,father,mid,60000,12,Heraclius II of Georgia,-2.6093947887420654,James A. Garfield,-4.239373207092285,True
Anton II of Georgia,father,mid,70000,13,Heraclius II of Georgia,-2.5822596549987793,James A. Garfield,-3.8301315307617188,True
Anton II of Georgia,father,mid,80000,14,Heraclius II of Georgia,-1.6959466934204102,James A. Garfield,-4.044065952301025,True
Anton II of Georgia,father,mid,90000,14,Heraclius II of Georgia,-1.9251421689987183,James A. Garfield,-4.0980424880981445,True
Anton II of Georgia,father,mid,100000,14,Heraclius II of Georgia,-1.824792504310608,James A. Garfield,-3.938030958175659,True
Anton II of Georgia,father,mid,109672,15,Heraclius II of Georgia,-1.7168707847595215,James A. Garfield,-3.765193223953247,True
Ankhiyon Ke Jharokhon Se,composer,mid,0,0,Ravindra Jain,-11.694580078125,K. V. Mahadevan,-11.804095268249512,True
Ankhiyon Ke Jharokhon Se,composer,mid,10000,2,Ravindra Jain,-5.766965389251709,K. V. Mahadevan,-2.9496612548828125,False
Ankhiyon Ke Jharokhon Se,composer,mid,20000,3,Ravindra Jain,-5.812315464019775,K. V. Mahadevan,-2.968996524810791,False
Ankhiyon Ke Jharokhon Se,composer,mid,30000,3,Ravindra Jain,-3.522012948989868,K. V. Mahadevan,-2.5064175128936768,False
Ankhiyon Ke Jharokhon Se,composer,mid,40000,4,Ravindra Jain,-4.8074951171875,K. V. Mahadevan,-3.1059410572052,False
Ankhiyon Ke Jharokhon Se,composer,mid,50000,5,Ravindra Jain,-5.115314483642578,K. V. Mahadevan,-2.488238573074341,False
Ankhiyon Ke Jharokhon Se,composer,mid,60000,7,Ravindra Jain,-4.079835891723633,K. V. Mahadevan,-2.9661386013031006,False
Ankhiyon Ke Jharokhon Se,composer,mid,70000,7,Ravindra Jain,-4.184515476226807,K. V. Mahadevan,-3.3036906719207764,False
Ankhiyon Ke Jharokhon Se,composer,mid,80000,7,Ravindra Jain,-3.9545297622680664,K. V. Mahadevan,-3.201180934906006,False
Ankhiyon Ke Jharokhon Se,composer,mid,90000,9,Ravindra Jain,-4.914664268493652,K. V. Mahadevan,-2.8097360134124756,False
Ankhiyon Ke Jharokhon Se,composer,mid,100000,10,Ravindra Jain,-4.1656270027160645,K. V. Mahadevan,-2.6121532917022705,False
Ankhiyon Ke Jharokhon Se,composer,mid,109672,13,Ravindra Jain,-4.028531074523926,K. V. Mahadevan,-2.596662998199463,False
Cousins,director,mid,0,0,Joel Schumacher,-11.171689987182617,Oren Rudavsky,-11.118983268737793,False
Cousins,director,mid,10000,0,Joel Schumacher,-3.353889226913452,Oren Rudavsky,-5.804505825042725,True
Cousins,director,mid,20000,2,Joel Schumacher,-4.080674171447754,Oren Rudavsky,-6.479498863220215,True
Cousins,director,mid,30000,3,Joel Schumacher,-3.849590301513672,Oren Rudavsky,-6.30216646194458,True
Cousins,director,mid,40000,4,Joel Schumacher,-4.342130184173584,Oren Rudavsky,-6.745076656341553,True
Cousins,director,mid,50000,8,Joel Schumacher,-3.532165765762329,Oren Rudavsky,-6.067533016204834,True
Cousins,director,mid,60000,8,Joel Schumacher,-3.709953546524048,Francis Lawrence,-6.184637546539307,True
Cousins,director,mid,70000,8,Joel Schumacher,-3.444664478302002,Oren Rudavsky,-6.104243278503418,True
Cousins,director,mid,80000,12,Joel Schumacher,-3.208876609802246,Oren Rudavsky,-5.6590986251831055,True
Cousins,director,mid,90000,12,Joel Schumacher,-3.4113266468048096,Oren Rudavsky,-6.214373588562012,True
Cousins,director,mid,100000,13,Joel Schumacher,-3.1666407585144043,Oren Rudavsky,-6.022341251373291,True
Cousins,director,mid,109672,16,Joel Schumacher,-3.2796685695648193,Oren Rudavsky,-5.515254020690918,True
Jade,composer,mid,0,0,James Horner,-11.96699047088623,John Cale,-11.976651191711426,True
Jade,composer,mid,10000,3,James Horner,-5.452188968658447,John Cale,-4.815256595611572,False
Jade,composer,mid,20000,5,James Horner,-5.172343730926514,John Cale,-4.918409824371338,False
Jade,composer,mid,30000,6,James Horner,-4.749795436859131,John Cale,-4.760262489318848,True
Jade,composer,mid,40000,7,James Horner,-5.124180316925049,John Cale,-4.967382907867432,False
Jade,composer,mid,50000,7,James Horner,-4.471181392669678,John Cale,-4.534631729125977,True
Jade,composer,mid,60000,9,James Horner,-4.446438789367676,John Cale,-4.548460960388184,True
Jade,composer,mid,70000,10,James Horner,-3.9892959594726562,Joseph LoDuca,-4.542065143585205,True
Jade,composer,mid,80000,15,James Horner,-4.132003307342529,Joseph LoDuca,-4.470124244689941,True
Jade,composer,mid,90000,17,James Horner,-3.7676279544830322,John Cale,-4.552727699279785,True
Jade,composer,mid,100000,20,James Horner,-3.814455032348633,John Cale,-4.22391939163208,True
Jade,composer,mid,109672,20,James Horner,-3.639871835708618,John Cale,-4.489718437194824,True
Eating Out,genre,mid,0,0,romantic comedy,-12.663661003112793,cumbia,-11.780223846435547,False
Eating Out,genre,mid,10000,2,romantic comedy,-5.8161163330078125,cumbia,-4.631335735321045,False
Eating Out,genre,mid,20000,4,romantic comedy,-5.871575355529785,cumbia,-4.56162691116333,False
Eating Out,genre,mid,30000,6,romantic comedy,-5.37980318069458,cumbia,-3.8791732788085938,False
Eating Out,genre,mid,40000,8,romantic comedy,-4.887417793273926,comedy-drama,-4.162005424499512,False
Eating Out,genre,mid,50000,8,romantic comedy,-5.8825201988220215,cumbia,-4.384023189544678,False
Eating Out,genre,mid,60000,9,romantic comedy,-5.594231605529785,comedy-drama,-3.617582321166992,False
Eating Out,genre,mid,70000,9,romantic comedy,-4.966415882110596,comedy-drama,-4.019612789154053,False
Eating Out,genre,mid,80000,9,romantic comedy,-5.797250747680664,comedy-drama,-3.7591607570648193,False
Eating Out,genre,mid,90000,11,romantic comedy,-5.021480083465576,comedy-drama,-3.808896064758301,False
Eating Out,genre,mid,100000,15,romantic comedy,-5.942760944366455,comedy-drama,-3.89081072807312,False
Eating Out,genre,mid,109672,16,romantic comedy,-5.285792827606201,comedy-drama,-4.485036373138428,False
As One,genre,mid,0,0,Cantopop,-11.581074714660645,techno-thriller,-11.72335147857666,True
As One,genre,mid,10000,1,Cantopop,-6.740449905395508,techno-thriller,-4.910410404205322,False
As One,genre,mid,20000,3,Cantopop,-5.604646682739258,techno-thriller,-5.395033836364746,False
As One,genre,mid,30000,3,Cantopop,-5.058126926422119,techno-thriller,-4.721327304840088,False
As One,genre,mid,40000,4,Cantopop,-4.973795413970947,techno-thriller,-3.231590509414673,False
As One,genre,mid,50000,4,Cantopop,-5.697935581207275,techno-thriller,-4.277797698974609,False
As One,genre,mid,60000,4,Cantopop,-6.668453693389893,techno-thriller,-3.9138896465301514,False
As One,genre,mid,70000,5,Cantopop,-5.193335056304932,techno-thriller,-4.252237319946289,False
As One,genre,mid,80000,5,Cantopop,-6.260986804962158,techno-thriller,-3.6578757762908936,False
As One,genre,mid,90000,6,Cantopop,-6.508190631866455,techno-thriller,-3.691857099533081,False
As One,genre,mid,100000,9,Cantopop,-5.576653957366943,techno-thriller,-3.540715456008911,False
As One,genre,mid,109672,9,Cantopop,-5.981534957885742,techno-thriller,-4.063492774963379,False
Condorman,director,mid,0,0,Charles Jarrott,-11.585780143737793,Tomonobu Itagaki,-11.304099082946777,False
Condorman,director,mid,10000,1,Charles Jarrott,-6.175065994262695,Tomonobu Itagaki,-4.5267720222473145,False
Condorman,director,mid,20000,3,Charles Jarrott,-6.682098865509033,Tomonobu Itagaki,-4.395667552947998,False
Condorman,director,mid,30000,5,Charles Jarrott,-6.814798355102539,Tomonobu Itagaki,-4.131369590759277,False
Condorman,director,mid,40000,6,Charles Jarrott,-7.196376800537109,Tomonobu Itagaki,-5.445883274078369,False
Condorman,director,mid,50000,9,Charles Jarrott,-5.910974979400635,Tomonobu Itagaki,-3.3804752826690674,False
Condorman,director,mid,60000,10,Charles Jarrott,-6.080863952636719,Tomonobu Itagaki,-3.8101274967193604,False
Condorman,director,mid,70000,10,Charles Jarrott,-5.6035027503967285,Tomonobu Itagaki,-3.6196389198303223,False
Condorman,director,mid,80000,12,Charles Jarrott,-5.7605061531066895,Tomonobu Itagaki,-3.687323808670044,False
Condorman,director,mid,90000,13,Charles Jarrott,-6.002754211425781,Tomonobu Itagaki,-3.368940830230713,False
Condorman,director,mid,100000,14,Charles Jarrott,-5.601789951324463,Tomonobu Itagaki,-3.65301513671875,False
Condorman,director,mid,109672,16,Charles Jarrott,-5.21377420425415,Tomonobu Itagaki,-3.4268839359283447,False
"Honey, We Shrunk Ourselves",director,mid,0,0,Dean Cundey,-11.475028038024902,Gian Carlo Menotti,-11.765762329101562,True
"Honey, We Shrunk Ourselves",director,mid,10000,2,Dean Cundey,-6.658641815185547,Gian Carlo Menotti,-6.127140045166016,False
"Honey, We Shrunk Ourselves",director,mid,20000,3,Dean Cundey,-7.616736888885498,Gian Carlo Menotti,-3.6796493530273438,False
"Honey, We Shrunk Ourselves",director,mid,30000,5,Dean Cundey,-6.919836044311523,Gian Carlo Menotti,-3.7859110832214355,False
"Honey, We Shrunk Ourselves",director,mid,40000,6,Dean Cundey,-6.702206611633301,Gian Carlo Menotti,-5.386605739593506,False
"Honey, We Shrunk Ourselves",director,mid,50000,8,Dean Cundey,-6.400937080383301,Gian Carlo Menotti,-4.0170722007751465,False
"Honey, We Shrunk Ourselves",director,mid,60000,9,Dean Cundey,-6.04484224319458,Gian Carlo Menotti,-4.936320781707764,False
"Honey, We Shrunk Ourselves",director,mid,70000,10,Dean Cundey,-5.828934669494629,Gian Carlo Menotti,-5.061602592468262,False
"Honey, We Shrunk Ourselves",director,mid,80000,13,Dean Cundey,-5.545968055725098,Gian Carlo Menotti,-4.631069660186768,False
"Honey, We Shrunk Ourselves",director,mid,90000,13,Dean Cundey,-5.116551876068115,Gian Carlo Menotti,-4.649969100952148,False
"Honey, We Shrunk Ourselves",director,mid,100000,13,Dean Cundey,-5.4412736892700195,Gian Carlo Menotti,-4.478738307952881,False
"Honey, We Shrunk Ourselves",director,mid,109672,19,Dean Cundey,-5.12190055847168,Gian Carlo Menotti,-4.00383996963501,False
Beautiful,screenwriter,mid,0,0,Anoop Menon,-11.564742088317871,Chen Kuo-Fu,-11.592516899108887,True
Beautiful,screenwriter,mid,10000,1,Anoop Menon,-6.341888427734375,Chen Kuo-Fu,-6.037235736846924,False
Beautiful,screenwriter,mid,20000,2,Anoop Menon,-4.976272106170654,Chen Kuo-Fu,-5.560882091522217,True
Beautiful,screenwriter,mid,30000,5,Anoop Menon,-3.6402125358581543,Chen Kuo-Fu,-5.223301887512207,True
Beautiful,screenwriter,mid,40000,6,Anoop Menon,-5.562036991119385,Chen Kuo-Fu,-5.218621730804443,False
Beautiful,screenwriter,mid,50000,10,Anoop Menon,-4.3855485916137695,Marti Noxon,-5.252993106842041,True
Beautiful,screenwriter,mid,60000,10,Anoop Menon,-4.819116115570068,Chen Kuo-Fu,-4.541337490081787,False
Beautiful,screenwriter,mid,70000,13,Anoop Menon,-4.565330982208252,Marti Noxon,-4.827066898345947,True
Beautiful,screenwriter,mid,80000,13,Anoop Menon,-3.7725002765655518,Marti Noxon,-3.6578691005706787,False
Beautiful,screenwriter,mid,90000,13,Anoop Menon,-4.131930828094482,Marti Noxon,-4.448727130889893,True
Beautiful,screenwriter,mid,100000,14,Anoop Menon,-4.125397205352783,Marti Noxon,-3.6879005432128906,False
Beautiful,screenwriter,mid,109672,14,Anoop Menon,-3.6594271659851074,Marti Noxon,-4.771434307098389,True
By Design,director,mid,0,0,Claude Jutra,-11.786750793457031,Feng Xiaogang,-11.303661346435547,False
By Design,director,mid,10000,2,Claude Jutra,-5.7527923583984375,Feng Xiaogang,-5.849050521850586,True
By Design,director,mid,20000,3,Claude Jutra,-5.5410637855529785,Feng Xiaogang,-5.634027004241943,True
By Design,director,mid,30000,3,Claude Jutra,-5.093408107757568,Feng Xiaogang,-3.928450107574463,False
By Design,director,mid,40000,6,Claude Jutra,-6.118711948394775,Feng Xiaogang,-4.782822132110596,False
By Design,director,mid,50000,6,Claude Jutra,-5.5710625648498535,Feng Xiaogang,-4.5381622314453125,False
By Design,director,mid,60000,6,Claude Jutra,-4.254974842071533,Feng Xiaogang,-4.671667098999023,True
By Design,director,mid,70000,7,Claude Jutra,-4.612610340118408,Feng Xiaogang,-4.179071426391602,False
By Design,director,mid,80000,7,Claude Jutra,-4.9891462326049805,Feng Xiaogang,-4.04762077331543,False
By Design,director,mid,90000,8,Claude Jutra,-5.829757213592529,Feng Xiaogang,-4.169003486633301,False
By Design,director,mid,100000,9,Claude Jutra,-5.3955912590026855,Feng Xiaogang,-4.251944541931152,False
By Design,director,mid,109672,9,Claude Jutra,-4.41003942489624,Feng Xiaogang,-3.5106263160705566,False
Sweet Home,screenwriter,mid,0,0,Kiyoshi Kurosawa,-11.878493309020996,Mike Gray,-12.142559051513672,True
Sweet Home,screenwriter,mid,10000,0,Kiyoshi Kurosawa,-3.4116909503936768,Mike Gray,-7.658931732177734,True
Sweet Home,screenwriter,mid,20000,0,Kiyoshi Kurosawa,-3.995344877243042,Mike Gray,-7.380712985992432,True
Sweet Home,screenwriter,mid,30000,1,Kiyoshi Kurosawa,-3.6056814193725586,Mike Gray,-6.7204813957214355,True
Sweet Home,screenwriter,mid,40000,1,Kiyoshi Kurosawa,-3.9164164066314697,Mike Gray,-7.846532344818115,True
Sweet Home,screenwriter,mid,50000,1,Kiyoshi Kurosawa,-3.193328857421875,Mike Gray,-6.860581398010254,True
Sweet Home,screenwriter,mid,60000,2,Kiyoshi Kurosawa,-3.2697646617889404,Mike Gray,-6.736837863922119,True
Sweet Home,screenwriter,mid,70000,2,Kiyoshi Kurosawa,-3.3613195419311523,Mike Gray,-7.068727970123291,True
Sweet Home,screenwriter,mid,80000,3,Kiyoshi Kurosawa,-2.998309850692749,Ivan Davis,-6.750026226043701,True
Sweet Home,screenwriter,mid,90000,5,Kiyoshi Kurosawa,-3.124338150024414,Mike Gray,-6.72416877746582,True
Sweet Home,screenwriter,mid,100000,7,Kiyoshi Kurosawa,-2.7300665378570557,Ivan Davis,-7.209621429443359,True
Sweet Home,screenwriter,mid,109672,7,Kiyoshi Kurosawa,-3.0934934616088867,Mike Gray,-6.516010284423828,True
Simon,screenwriter,mid,0,0,Marshall Brickman,-11.608787536621094,Juanma Bajo Ulloa,-11.79692554473877,True
Simon,screenwriter,mid,10000,1,Marshall Brickman,-6.808855056762695,Juanma Bajo Ulloa,-6.012405872344971,False
Simon,screenwriter,mid,20000,1,Marshall Brickman,-8.209166526794434,Juanma Bajo Ulloa,-6.065262317657471,False
Simon,screenwriter,mid,30000,1,Marshall Brickman,-7.272501468658447,Juanma Bajo Ulloa,-5.938599109649658,False
Simon,screenwriter,mid,40000,1,Marshall Brickman,-7.755738735198975,Juanma Bajo Ulloa,-6.481018543243408,False
Simon,screenwriter,mid,50000,2,Marshall Brickman,-7.939142227172852,Juanma Bajo Ulloa,-5.862026214599609,False
Simon,screenwriter,mid,60000,2,Marshall Brickman,-7.436522960662842,Juanma Bajo Ulloa,-5.91792631149292,False
Simon,screenwriter,mid,70000,3,Marshall Brickman,-6.926265239715576,Juanma Bajo Ulloa,-5.310551643371582,False
Simon,screenwriter,mid,80000,3,Marshall Brickman,-6.633584499359131,Juanma Bajo Ulloa,-5.173225402832031,False
Simon,screenwriter,mid,90000,5,Marshall Brickman,-5.754398822784424,Juanma Bajo Ulloa,-5.586875915527344,False
Simon,screenwriter,mid,100000,6,Marshall Brickman,-5.93496561050415,Juanma Bajo Ulloa,-5.356503963470459,False
Simon,screenwriter,mid,109672,7,Marshall Brickman,-5.627842426300049,Juanma Bajo Ulloa,-5.529762268066406,False
Tomorrow Is Yesterday,director,mid,0,0,Michael O'Herlihy,-11.745780944824219,Cyril Gardner,-11.926300048828125,True
Tomorrow Is Yesterday,director,mid,10000,2,Michael O'Herlihy,-3.939133405685425,Peter Medak,-6.555185794830322,True
Tomorrow Is Yesterday,director,mid,20000,5,Michael O'Herlihy,-3.013953447341919,Peter Medak,-6.335842132568359,True
Tomorrow Is Yesterday,director,mid,30000,5,Michael O'Herlihy,-3.1939315795898438,Peter Medak,-5.674179553985596,True
Tomorrow Is Yesterday,director,mid,40000,10,Michael O'Herlihy,-2.747645378112793,Peter Medak,-5.697840213775635,True
Tomorrow Is Yesterday,director,mid,50000,11,Michael O'Herlihy,-3.111945867538452,Peter Medak,-5.0163116455078125,True
Tomorrow Is Yesterday,director,mid,60000,12,Michael O'Herlihy,-3.0016701221466064,Peter Medak,-4.6448493003845215,True
Tomorrow Is Yesterday,director,mid,70000,16,Michael O'Herlihy,-2.9230833053588867,Peter Medak,-5.186411380767822,True
Tomorrow Is Yesterday,director,mid,80000,18,Michael O'Herlihy,-3.3062312602996826,Peter Medak,-5.143142223358154,True
Tomorrow Is Yesterday,director,mid,90000,20,Michael O'Herlihy,-2.8517544269561768,Peter Medak,-3.9665613174438477,True
Tomorrow Is Yesterday,director,mid,100000,20,Michael O'Herlihy,-2.5292727947235107,Peter Medak,-4.219474792480469,True
Tomorrow Is Yesterday,director,mid,109672,21,Michael O'Herlihy,-2.864414930343628,Peter Medak,-4.486230850219727,True
Familia,screenwriter,mid,0,0,Louise Archambault,-11.533544540405273,Santo Cilauro,-11.716184616088867,True
Familia,screenwriter,mid,10000,0,Louise Archambault,-5.872072219848633,Arne Skouen,-6.008412837982178,True
Familia,screenwriter,mid,20000,0,Louise Archambault,-5.650554180145264,Arne Skouen,-5.269505977630615,False
Familia,screenwriter,mid,30000,3,Louise Archambault,-5.675205707550049,Arne Skouen,-5.77328634262085,True
Familia,screenwriter,mid,40000,3,Louise Archambault,-5.700995922088623,Arne Skouen,-5.957058429718018,True
Familia,screenwriter,mid,50000,3,Louise Archambault,-5.0976128578186035,Arne Skouen,-5.64742374420166,True
Familia,screenwriter,mid,60000,4,Louise Archambault,-4.834099292755127,Arne Skouen,-4.628487586975098,False
Familia,screenwriter,mid,70000,5,Louise Archambault,-4.53012752532959,Arne Skouen,-4.824850559234619,True
Familia,screenwriter,mid,80000,6,Louise Archambault,-4.388912677764893,Arne Skouen,-4.595320224761963,True
Familia,screenwriter,mid,90000,6,Louise Archambault,-4.728240966796875,Arne Skouen,-4.450915813446045,False
Familia,screenwriter,mid,100000,7,Louise Archambault,-4.719401836395264,Arne Skouen,-4.191821098327637,False
Familia,screenwriter,mid,109672,7,Louise Archambault,-4.668249130249023,Santo Cilauro,-4.606521129608154,False
They,producer,mid,0,0,Ted Field,-11.337773323059082,Alex Proyas,-11.20716381072998,False
They,producer,mid,10000,2,Ted Field,-8.343069076538086,Jesse Louis Lasky,-5.811596870422363,False
They,producer,mid,20000,2,Ted Field,-9.15418815612793,Jesse Louis Lasky,-6.356841564178467,False
They,producer,mid,30000,3,Ted Field,-8.190195083618164,Jesse Louis Lasky,-6.180105686187744,False
They,producer,mid,40000,3,Ted Field,-6.955909729003906,Jesse Louis Lasky,-5.141661643981934,False
They,producer,mid,50000,4,Ted Field,-7.409271240234375,Alex Proyas,-5.17263126373291,False
